": Zillow is offloading homes — raising ‘red flags’ about the real-estate market","MarketWatch","Zillow 'may have leaned into home acquisition at the wrong time,' one analyst said.   ","2021-11-01 20:49:00","Business","https://www.marketwatch.com/story/zillow-pauses-home-buying-raising-red-flags-about-the-real-estate-market-11634678311?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","29365102093cb9074b08a880facbf508"
"London Markets: Not even a billion more in buybacks can help BP, as stock weighs down the FTSE 100","MarketWatch","The FTSE 100 fell in London on Tuesday as investors weighed up results from BP and Standard Chartered.   ","2021-11-02 12:34:00","Business","https://www.marketwatch.com/story/not-even-a-billion-more-in-buybacks-can-help-bp-as-stock-weighs-down-the-ftse-100-11635860097?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","c5ff29d7a17f4d88a01e043ff71bf170"
"Key Words: ‘We ain’t rich … I’m rich’: Shaquille O’Neal teaches his kids about money","MarketWatch","O'Neal made $286 million during his NBA career and encourages his kids to make their own fortune.   ","2021-11-02 13:59:00","Business","https://www.marketwatch.com/story/we-aint-rich-im-rich-shaquille-oneal-says-his-kids-need-to-make-their-own-money-11635529491?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","59dab34f72a832bc315d1bb05d65965c"
"Market Snapshot: S&P 500, Nasdaq touch records as Federal Reserve begins  pivotal two-day policy meeting","MarketWatch","U.S stocks edged higher Tuesday, with the benchmarks building on the previous session's record close as the Federal Reserve prepares to begin a pivotal two-day policy meeting.   ","2021-11-02 13:52:00","Business","https://www.marketwatch.com/story/u-s-stock-futures-pause-at-record-highs-as-fed-decision-looms-11635845377?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e37686dae888debd82b3f0e2df1e1ab7"
"Coronavirus Update: Parents await CDC decision on vaccines for young children as Biden administration ships shots in anticipation of yes vote","MarketWatch","Parents across the U.S. are awaiting the outcome of a meeting of an advisory panel to the Centers for Disease Control and Prevention scheduled for today, at which experts will make a decision on adding children aged 5 to 11 to the vaccine program.   ","2021-11-02 13:42:00","Business","https://www.marketwatch.com/story/parents-await-cdc-decision-on-vaccines-for-young-children-as-biden-administration-ships-shots-in-anticipation-of-yes-vote-11635864126?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","ed567b84f4a0c53f76f723b1d185639b"
"The Margin: Oprah’s Favorite Things List 2021 has officially dropped on Amazon — here are her picks for tech and self care","MarketWatch","Oprah Winfrey's biggest holiday gift guide yet highlights small businesses and brands owned by women and people of color   ","2021-11-02 13:38:00","Business","https://www.marketwatch.com/story/oprahs-favorite-things-list-2021-just-dropped-on-amazon-here-are-her-picks-for-tech-and-self-care-11635780683?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","cde0629cc6983a2f8c5ad1e4a84d57a9"
"Big Spender: A VIP tour of New York’s Empire State Building costs as much as a monthly car payment","MarketWatch","The iconic skyscraper has a premium package, replete with a private entrance and a bottle of bubbly   ","2021-11-02 13:38:00","Business","https://www.marketwatch.com/story/want-to-take-in-the-views-from-the-empire-state-building-like-a-vip-be-prepared-to-pay-500-11635272903?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e091a17617098650593a5873d6c47d75"
"Crypto: Ether hits record high, trading near $4,500, partly pushed by short-term traders","MarketWatch","The cryptocurrency was trading at $4,495, up 3% over the past 24 hours. Only a few days ago, Ether hit a previous record high at $4,458 on Oct. 29, according to CoinDesk data.   ","2021-11-02 13:27:00","Business","https://www.marketwatch.com/story/ether-hits-record-high-trading-near-4-500-partly-pushed-by-short-term-traders-11635863257?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","210878090841d5fe88ade0ac7b52eb5d"
": The market is gearing up for a Bank of England rate hike — and several to follow","MarketWatch","Futures markets are now forecasting a 100% chance of a Bank of England interest-rate hike on Thursday, from the current level of just 0.1%.   ","2021-11-02 13:26:00","Business","https://www.marketwatch.com/story/the-market-is-gearing-up-for-a-bank-of-england-rate-hike-and-several-to-follow-11635863181?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","a6791de7ff8e03052623fd504c9e5be6"
"Crypto: Can you buy Shiba Inu on Robinhood?","MarketWatch","Meme cryptocurrency Shiba Inu has jumped nearly 900% over the past month.   ","2021-11-02 13:23:00","Business","https://www.marketwatch.com/story/can-you-buy-shiba-inu-on-robinhood-11635791772?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","ba55f38ee190003981cd116f19a54a34"
"Coronavirus Update: Parents await CDC decision on COVID vaccines for young children as Biden administration ships shots in anticipation of yes vote","MarketWatch","Parents across the U.S. are awaiting the outcome of a meeting of an advisory panel to the Centers for Disease Control and Prevention scheduled for today, at which experts will make a decision on adding children aged 5 to 11 to the vaccine program.   ","2021-11-02 15:01:00","Business","https://www.marketwatch.com/story/parents-await-cdc-decision-on-vaccines-for-young-children-as-biden-administration-ships-shots-in-anticipation-of-yes-vote-11635864126?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","d11158a6645f56fa95c047faf2a71c7c"
"NewsWatch: Zillow stock dives after analyst highlights two-thirds of homes bought are underwater","MarketWatch","Shares of Zillow Group Inc. took a dive Monday, after KeyBanc analyst Edward Yruma highlighted how most of the homes the real estate services company purchased, with an aim to flip them, were now worth less than what they paid for them.   ","2021-11-02 15:00:06","Business","https://www.marketwatch.com/latest-news","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","7d933afb96851372f69e77c3de26b0bb"
"Market Snapshot: Dow trades at all-time high as Federal Reserve begins  pivotal two-day policy meeting","MarketWatch","U.S stocks edged higher Tuesday, with the benchmarks building on the previous session's record close as the Federal Reserve prepares to begin a pivotal two-day policy meeting.   ","2021-11-02 15:00:00","Business","https://www.marketwatch.com/story/u-s-stock-futures-pause-at-record-highs-as-fed-decision-looms-11635845377?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","49875357c314703b9eb8c7511ddf0517"
": Should you pay a ‘meat tax’ on your burger? Some environmentalists say it’s a necessary step to save the planet","MarketWatch","Concerns about the climate crisis are fueling the meat-tax debate, especially in connection with the Glasgow COP26 environmental summit   ","2021-11-02 14:48:00","Business","https://www.marketwatch.com/story/a-big-tax-on-a-big-mac-some-say-its-time-to-consider-meat-taxes-to-reduce-beef-consumption-and-help-the-environment-11635801472?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","e4f427e65c10518b8c556d8036dd48d8"
"Special Report: Western Drought Watch: What California’s fading cotton crop in favor of almonds reveals about premium farmland and a warming planet","MarketWatch","Drought, water shortages and the pandemic shift focus back to the necessities of life. Farmland is a big part of that bet for investors.   ","2021-11-02 14:41:00","Business","https://www.marketwatch.com/story/what-californias-fading-cotton-crop-in-favor-of-almonds-reveals-about-premium-farmland-and-a-warming-planet-11635862203?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","1b46115d8efcbdbae1d422c92ede5393"
": DuPont beats profit forecast but cuts outlook, and announces $5.2 billion buyout of Rogers Corp.","MarketWatch","Shares of DuPont de Nemours Inc. shot up toward a more than two-month high Tuesday, after the specialty materials and chemicals company beat earnings expectations, as price increases matched raw material inflation, and blamed the semiconductor shortage for its full-year guidance cut.   ","2021-11-02 14:40:00","Business","https://www.marketwatch.com/story/dupont-beats-profit-forecast-but-cuts-outlook-and-announces-5-2-billion-buyout-of-rogers-corp-11635867318?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","d4aa1cc31971899be0524b3d3cb88319"
": Asset management sector is rife for further M&A after two sizable deals in a week","MarketWatch","M&A remains squarely in the picture for asset managers after two significant buys by T. Rowe Price and Franklin Resources in recent days, a Ropes & Gray partner tells MarketWatch.   ","2021-11-02 14:38:00","Business","https://www.marketwatch.com/story/asset-management-sector-is-rife-for-further-m-a-after-two-sizable-deals-in-a-week-11635867516?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","b1692f3c5282f24675a41ef004407083"
": SEC Chair Gensler likens crypto to ‘early seed investing,’ warns many coins will ‘fail’","MarketWatch","Securities and Exchange Commission Chairman defended the tough stance he and other regulators have taken on cryptocurrencies, arguing that there is a lot of hype in the markets for digital assets, and that investors in these markets lack the protection they enjoy in markets for stocks and bonds, during an interview at the The Securities Industry and Financial Markets Association annual meeting Tuesday.   ","2021-11-02 14:30:00","Business","https://www.marketwatch.com/story/sec-chair-gensler-likens-crypto-to-early-seed-investing-warns-many-coins-will-fail-11635867024?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","d5cb75232aa8921c55835374c571832b"
"The Moneyist: ‘I believe my ex-husband influenced my father to write me out of his will. He’s a narcissist and has turned everyone against me’","MarketWatch","Should this letter writer contest her father's will? The Moneyist weighs in.   ","2021-11-02 15:51:00","Business","https://www.marketwatch.com/story/my-family-sided-with-my-ex-husband-i-took-care-of-my-abusive-father-for-2-decades-he-left-me-out-of-his-will-can-i-contest-it-11635823146?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","23f3d1986afec63cf42c977b3c5d186e"
"The Moneyist: ‘I just feel like I’m behind’: I’m 29 years old. I have $4,000 in the bank and a $20,000 emergency fund. Am I doing OK financially?","MarketWatch","'Should I just move my $20,000 emergency fund to a high yield savings account?'   ","2021-11-02 15:44:00","Business","https://www.marketwatch.com/story/im-29-i-have-1-000-in-my-checking-account-3-000-in-savings-and-a-20-000-emergency-fund-am-i-doing-ok-financially-11635820476?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","acfb9b2f3c947ac40e191daf1779d6d7"
": India’s Modi surprises COP26 climate summit with 2070 target for net-zero emissions","MarketWatch","India’s Prime Minister Narendra Modi says his country will aim to stop emitting greenhouse gases into the atmosphere by 2070 --- two decades after the U.S. and the European Union's pledges and at least 10 years later than China.   ","2021-11-02 15:25:00","Business","https://www.marketwatch.com/story/indias-modi-surprises-cop26-climate-summit-with-2070-target-for-net-zero-emissions-11635870350?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","b75b4a803d58ae94251468bb756475f6"
": Nvidia on track to eclipse Warren Buffett’s Berkshire Hathaway as 7th largest U.S. company","MarketWatch","Nvidia Corp. is on pace to become the seventh largest U.S. company by market capitalization as it is on pace to move ahead of Berkshire Hathaway Inc.   ","2021-11-02 15:19:00","Business","https://www.marketwatch.com/story/nvidia-on-track-to-eclipse-warren-buffetts-berkshire-hathaway-as-7th-largest-u-s-company-11635869984?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","2a38871c3ce2832c09d7a8e2bca23d90"
"The Ratings Game: Global supply chain shortages could be a good thing for eBay this holiday season","MarketWatch","Ebay reported earnings that beat expectations though gross merchandise volume fell during the third quarter.   ","2021-11-02 15:07:00","Business","https://www.marketwatch.com/story/global-supply-chain-shortages-could-be-a-good-thing-for-ebay-this-holiday-season-11635869229?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","8a791830ada52a7691e074a1a021a962"
": ‘Facebook brought a lot of joy to my face,’ Metta World Peace says of Meta name change","MarketWatch","Metta World Peace, an 18-year veteran of the NBA who changed his name from Ron Artest, told MarketWatch on Tuesday morning that Facebook's similar name change was really cool.   ","2021-11-02 16:50:00","Business","https://www.marketwatch.com/story/former-nba-star-metta-world-peace-on-new-facebook-name-really-cool-11635874188?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","aff28b07b928dea0cc7cee1fcc9c216d"
": Global Payments stock skids after earnings to pace S&P 500 decliners","MarketWatch","Shares of Global Payments Inc. are sliding 9.8% in Tuesday trading after the payment-technology company posted better-than-expected results for its most recent quarter but delivered an outlook that implied weaker expectations for the current quarter than some had been anticipating.   ","2021-11-02 16:49:00","Business","https://www.marketwatch.com/story/global-payments-stock-skids-after-earnings-to-pace-s-p-500-decliners-11635875351?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","d1ac4b2d7f86844767207f0b2915a482"
"Earnings Results: Chegg CEO says there are fewer college students who aren’t trying as hard; Wall Street says Chegg is worth $4 billion less","MarketWatch","Online education specialist Chegg Inc. highlighted a sudden slowdown in the education industry Monday afternoon, sending its own shares plunging more than 20% and damaging other online-education stocks.   ","2021-11-02 16:49:00","Business","https://www.marketwatch.com/story/the-education-industry-is-experiencing-a-slowdown-chegg-ceo-says-as-stock-tanks-11635799701?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","98a840f67b100f46eec50007d76dc885"
"In One Chart: Why COP26 will make ‘strong’ companies ‘stronger and the weak, relatively weaker’","MarketWatch","Deutsche Bank analysts take a look at mentions of ESG costs on corporate conference calls, data that underscores how “strong” companies will benefit, while the weak will struggle in the wake of COP26.   ","2021-11-02 16:40:00","Business","https://www.marketwatch.com/story/why-cop26-will-make-strong-companies-stronger-and-the-weak-relatively-weaker-11635874838?rss=1&siteid=rss","1bb54a8958a8a08fedf7191d7bee05556cfee1fbd777d6f8c87ab2999437a664","d64e49f7b7115d29cec3a9cf1225786a"
